travelCode,userCode,name,place,days,price,total,date,stay_year,stay_month,stay_day,stay_weekday,stay_cost_per_day
119069,1180,Hotel AU,Recife (PE),2,312.83,625.66,2020-06-25,2020,6,25,Thursday,312.83
119070,1180,Hotel K,Salvador (BH),4,263.41,1053.64,2020-07-02,2020,7,2,Thursday,263.41
119073,1181,Hotel BD,Natal (RN),4,242.88,971.52,2019-10-03,2019,10,3,Thursday,242.88
119080,1181,Hotel K,Salvador (BH),3,263.41,790.23,2019-11-21,2019,11,21,Thursday,263.41
119082,1181,Hotel BD,Natal (RN),1,242.88,242.88,2019-12-05,2019,12,5,Thursday,242.88
119087,1181,Hotel AU,Recife (PE),1,312.83,312.83,2020-01-09,2020,1,9,Thursday,312.83
119090,1181,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-01-30,2020,1,30,Thursday,139.1
119093,1181,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-02-20,2020,2,20,Thursday,208.04
119096,1181,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-03-12,2020,3,12,Thursday,139.1
119100,1181,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-04-09,2020,4,9,Thursday,165.99
119106,1183,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2019-10-17,2019,10,17,Thursday,165.99
119107,1183,Hotel BP,Brasilia (DF),3,247.62,742.86,2019-10-24,2019,10,24,Thursday,247.62
119109,1183,Hotel BD,Natal (RN),3,242.88,728.64,2019-11-07,2019,11,7,Thursday,242.88
119111,1183,Hotel K,Salvador (BH),2,263.41,526.82,2019-11-21,2019,11,21,Thursday,263.41
119113,1183,Hotel K,Salvador (BH),1,263.41,263.41,2019-12-05,2019,12,5,Thursday,263.41
119123,1183,Hotel AU,Recife (PE),2,312.83,625.66,2020-02-13,2020,2,13,Thursday,312.83
119124,1183,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-02-20,2020,2,20,Thursday,208.04
119129,1183,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-03-26,2020,3,26,Thursday,165.99
119130,1183,Hotel K,Salvador (BH),2,263.41,526.82,2020-04-02,2020,4,2,Thursday,263.41
119131,1183,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-04-09,2020,4,9,Thursday,139.1
119133,1183,Hotel AU,Recife (PE),1,312.83,312.83,2020-04-23,2020,4,23,Thursday,312.83
119139,1183,Hotel AU,Recife (PE),2,312.83,625.66,2020-06-04,2020,6,4,Thursday,312.83
119149,1183,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-08-13,2020,8,13,Thursday,60.39
119150,1183,Hotel BD,Natal (RN),3,242.88,728.64,2020-08-20,2020,8,20,Thursday,242.88
119154,1183,Hotel BD,Natal (RN),1,242.88,242.88,2020-09-17,2020,9,17,Thursday,242.88
119157,1183,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-10-08,2020,10,8,Thursday,60.39
119161,1183,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-11-05,2020,11,5,Thursday,165.99
119164,1183,Hotel K,Salvador (BH),4,263.41,1053.64,2020-11-26,2020,11,26,Thursday,263.41
119165,1183,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-12-03,2020,12,3,Thursday,208.04
119173,1183,Hotel K,Salvador (BH),1,263.41,263.41,2021-01-28,2021,1,28,Thursday,263.41
119174,1183,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-02-04,2021,2,4,Thursday,247.62
119176,1183,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-02-18,2021,2,18,Thursday,247.62
119177,1183,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2021-02-25,2021,2,25,Thursday,139.1
119178,1183,Hotel K,Salvador (BH),3,263.41,790.23,2021-03-04,2021,3,4,Thursday,263.41
119184,1183,Hotel K,Salvador (BH),4,263.41,1053.64,2021-04-15,2021,4,15,Thursday,263.41
119185,1183,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-04-22,2021,4,22,Thursday,165.99
119186,1183,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-04-29,2021,4,29,Thursday,165.99
119187,1183,Hotel K,Salvador (BH),1,263.41,263.41,2021-05-06,2021,5,6,Thursday,263.41
119188,1183,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-05-13,2021,5,13,Thursday,60.39
119192,1183,Hotel BD,Natal (RN),3,242.88,728.64,2021-06-10,2021,6,10,Thursday,242.88
119196,1183,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2021-07-08,2021,7,8,Thursday,139.1
119197,1183,Hotel Z,Aracaju (SE),2,208.04,416.08,2021-07-15,2021,7,15,Thursday,208.04
119200,1183,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-08-05,2021,8,5,Thursday,208.04
119201,1183,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-08-12,2021,8,12,Thursday,60.39
119202,1183,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-08-19,2021,8,19,Thursday,60.39
119206,1183,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2021-09-16,2021,9,16,Thursday,139.1
119208,1183,Hotel K,Salvador (BH),1,263.41,263.41,2021-09-30,2021,9,30,Thursday,263.41
119212,1183,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2021-10-28,2021,10,28,Thursday,139.1
119214,1183,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-11-11,2021,11,11,Thursday,139.1
119215,1183,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-11-18,2021,11,18,Thursday,165.99
119219,1183,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-12-16,2021,12,16,Thursday,139.1
119227,1183,Hotel BW,Campo Grande (MS),4,60.39,241.56,2022-02-10,2022,2,10,Thursday,60.39
119229,1183,Hotel Z,Aracaju (SE),2,208.04,416.08,2022-02-24,2022,2,24,Thursday,208.04
119230,1183,Hotel Z,Aracaju (SE),1,208.04,208.04,2022-03-03,2022,3,3,Thursday,208.04
119233,1183,Hotel BW,Campo Grande (MS),4,60.39,241.56,2022-03-24,2022,3,24,Thursday,60.39
119237,1183,Hotel Z,Aracaju (SE),3,208.04,624.12,2022-04-21,2022,4,21,Thursday,208.04
119244,1183,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2022-06-09,2022,6,9,Thursday,165.99
119246,1183,Hotel K,Salvador (BH),2,263.41,526.82,2022-06-23,2022,6,23,Thursday,263.41
119249,1183,Hotel BW,Campo Grande (MS),1,60.39,60.39,2022-07-14,2022,7,14,Thursday,60.39
119250,1183,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2022-07-21,2022,7,21,Thursday,165.99
119253,1184,Hotel BW,Campo Grande (MS),2,60.39,120.78,2019-10-03,2019,10,3,Thursday,60.39
119263,1184,Hotel BD,Natal (RN),2,242.88,485.76,2019-12-12,2019,12,12,Thursday,242.88
119265,1184,Hotel K,Salvador (BH),2,263.41,526.82,2019-12-26,2019,12,26,Thursday,263.41
119266,1184,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-01-02,2020,1,2,Thursday,139.1
119270,1184,Hotel K,Salvador (BH),4,263.41,1053.64,2020-01-30,2020,1,30,Thursday,263.41
119272,1184,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-02-13,2020,2,13,Thursday,247.62
119275,1184,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-03-05,2020,3,5,Thursday,60.39
119280,1184,Hotel BD,Natal (RN),1,242.88,242.88,2020-04-09,2020,4,9,Thursday,242.88
119284,1184,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-05-07,2020,5,7,Thursday,60.39
119295,1184,Hotel K,Salvador (BH),2,263.41,526.82,2020-07-23,2020,7,23,Thursday,263.41
119312,1184,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-11-19,2020,11,19,Thursday,208.04
119314,1184,Hotel K,Salvador (BH),3,263.41,790.23,2020-12-03,2020,12,3,Thursday,263.41
119316,1184,Hotel BD,Natal (RN),1,242.88,242.88,2020-12-17,2020,12,17,Thursday,242.88
119322,1184,Hotel BD,Natal (RN),1,242.88,242.88,2021-01-28,2021,1,28,Thursday,242.88
119324,1184,Hotel AU,Recife (PE),3,312.83,938.49,2021-02-11,2021,2,11,Thursday,312.83
119332,1184,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-04-08,2021,4,8,Thursday,165.99
119335,1184,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-04-29,2021,4,29,Thursday,165.99
119338,1184,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-05-20,2021,5,20,Thursday,165.99
119339,1184,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-05-27,2021,5,27,Thursday,247.62
119340,1184,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-06-03,2021,6,3,Thursday,165.99
119344,1184,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-07-01,2021,7,1,Thursday,165.99
119350,1184,Hotel K,Salvador (BH),2,263.41,526.82,2021-08-12,2021,8,12,Thursday,263.41
119354,1184,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-09-09,2021,9,9,Thursday,60.39
119364,1184,Hotel AU,Recife (PE),1,312.83,312.83,2021-11-18,2021,11,18,Thursday,312.83
119369,1185,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2019-10-03,2019,10,3,Thursday,165.99
119372,1185,Hotel BP,Brasilia (DF),4,247.62,990.48,2019-10-24,2019,10,24,Thursday,247.62
119376,1185,Hotel K,Salvador (BH),4,263.41,1053.64,2019-11-21,2019,11,21,Thursday,263.41
119379,1185,Hotel BW,Campo Grande (MS),1,60.39,60.39,2019-12-12,2019,12,12,Thursday,60.39
119384,1185,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-01-16,2020,1,16,Thursday,60.39
119385,1185,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-01-23,2020,1,23,Thursday,165.99
119386,1185,Hotel AU,Recife (PE),3,312.83,938.49,2020-01-30,2020,1,30,Thursday,312.83
119390,1185,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-02-27,2020,2,27,Thursday,60.39
119391,1185,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-03-05,2020,3,5,Thursday,208.04
119393,1185,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-03-19,2020,3,19,Thursday,247.62
119394,1185,Hotel K,Salvador (BH),2,263.41,526.82,2020-03-26,2020,3,26,Thursday,263.41
119397,1185,Hotel AU,Recife (PE),1,312.83,312.83,2020-04-16,2020,4,16,Thursday,312.83
119399,1185,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-04-30,2020,4,30,Thursday,139.1
119401,1185,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-05-14,2020,5,14,Thursday,60.39
119402,1185,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-05-21,2020,5,21,Thursday,139.1
119408,1185,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-07-02,2020,7,2,Thursday,139.1
119409,1185,Hotel BD,Natal (RN),3,242.88,728.64,2020-07-09,2020,7,9,Thursday,242.88
119413,1185,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-08-06,2020,8,6,Thursday,247.62
119416,1185,Hotel K,Salvador (BH),4,263.41,1053.64,2020-08-27,2020,8,27,Thursday,263.41
119417,1185,Hotel BD,Natal (RN),2,242.88,485.76,2020-09-03,2020,9,3,Thursday,242.88
119418,1185,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-09-10,2020,9,10,Thursday,165.99
119421,1185,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-10-01,2020,10,1,Thursday,60.39
119423,1185,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-10-15,2020,10,15,Thursday,165.99
119424,1185,Hotel AU,Recife (PE),2,312.83,625.66,2020-10-22,2020,10,22,Thursday,312.83
119429,1185,Hotel K,Salvador (BH),3,263.41,790.23,2020-11-26,2020,11,26,Thursday,263.41
119430,1185,Hotel K,Salvador (BH),2,263.41,526.82,2020-12-03,2020,12,3,Thursday,263.41
119432,1185,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-12-17,2020,12,17,Thursday,60.39
119435,1185,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-01-07,2021,1,7,Thursday,165.99
119438,1185,Hotel AU,Recife (PE),4,312.83,1251.32,2021-01-28,2021,1,28,Thursday,312.83
119439,1185,Hotel BD,Natal (RN),3,242.88,728.64,2021-02-04,2021,2,4,Thursday,242.88
119442,1185,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-02-25,2021,2,25,Thursday,247.62
119449,1185,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-04-15,2021,4,15,Thursday,247.62
119450,1185,Hotel K,Salvador (BH),4,263.41,1053.64,2021-04-22,2021,4,22,Thursday,263.41
119451,1185,Hotel AU,Recife (PE),4,312.83,1251.32,2021-04-29,2021,4,29,Thursday,312.83
119454,1185,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-05-20,2021,5,20,Thursday,247.62
119466,1185,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-08-12,2021,8,12,Thursday,247.62
119468,1185,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-08-26,2021,8,26,Thursday,247.62
119473,1185,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-09-30,2021,9,30,Thursday,165.99
119476,1185,Hotel BD,Natal (RN),1,242.88,242.88,2021-10-21,2021,10,21,Thursday,242.88
119482,1185,Hotel AU,Recife (PE),4,312.83,1251.32,2021-12-02,2021,12,2,Thursday,312.83
119484,1185,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-12-16,2021,12,16,Thursday,60.39
119488,1185,Hotel BP,Brasilia (DF),1,247.62,247.62,2022-01-13,2022,1,13,Thursday,247.62
119490,1185,Hotel Z,Aracaju (SE),3,208.04,624.12,2022-01-27,2022,1,27,Thursday,208.04
119493,1185,Hotel K,Salvador (BH),1,263.41,263.41,2022-02-17,2022,2,17,Thursday,263.41
119494,1185,Hotel Z,Aracaju (SE),4,208.04,832.16,2022-02-24,2022,2,24,Thursday,208.04
119495,1185,Hotel BD,Natal (RN),2,242.88,485.76,2022-03-03,2022,3,3,Thursday,242.88
119497,1185,Hotel BD,Natal (RN),3,242.88,728.64,2022-03-17,2022,3,17,Thursday,242.88
119499,1185,Hotel BD,Natal (RN),2,242.88,485.76,2022-03-31,2022,3,31,Thursday,242.88
119500,1185,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2022-04-07,2022,4,7,Thursday,165.99
119501,1185,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2022-04-14,2022,4,14,Thursday,139.1
119507,1185,Hotel AU,Recife (PE),4,312.83,1251.32,2022-05-26,2022,5,26,Thursday,312.83
119515,1186,Hotel Z,Aracaju (SE),3,208.04,624.12,2019-11-07,2019,11,7,Thursday,208.04
119523,1186,Hotel K,Salvador (BH),3,263.41,790.23,2020-01-02,2020,1,2,Thursday,263.41
119524,1186,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-01-09,2020,1,9,Thursday,139.1
119525,1186,Hotel BD,Natal (RN),4,242.88,971.52,2020-01-16,2020,1,16,Thursday,242.88
119526,1186,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-01-23,2020,1,23,Thursday,60.39
119527,1186,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-01-30,2020,1,30,Thursday,60.39
119529,1186,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-02-13,2020,2,13,Thursday,208.04
119530,1186,Hotel BD,Natal (RN),2,242.88,485.76,2020-02-20,2020,2,20,Thursday,242.88
119531,1186,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-02-27,2020,2,27,Thursday,247.62
119535,1186,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-03-26,2020,3,26,Thursday,139.1
119538,1186,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-04-16,2020,4,16,Thursday,60.39
119542,1186,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-05-14,2020,5,14,Thursday,139.1
119544,1186,Hotel AU,Recife (PE),3,312.83,938.49,2020-05-28,2020,5,28,Thursday,312.83
119545,1186,Hotel BD,Natal (RN),4,242.88,971.52,2020-06-04,2020,6,4,Thursday,242.88
119555,1186,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-08-13,2020,8,13,Thursday,139.1
119558,1186,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-09-03,2020,9,3,Thursday,247.62
119567,1186,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-11-05,2020,11,5,Thursday,165.99
119568,1186,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-11-12,2020,11,12,Thursday,208.04
119572,1186,Hotel AU,Recife (PE),1,312.83,312.83,2020-12-10,2020,12,10,Thursday,312.83
119579,1186,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-01-28,2021,1,28,Thursday,60.39
119580,1186,Hotel AU,Recife (PE),2,312.83,625.66,2021-02-04,2021,2,4,Thursday,312.83
119584,1186,Hotel BD,Natal (RN),4,242.88,971.52,2021-03-04,2021,3,4,Thursday,242.88
119585,1186,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2021-03-11,2021,3,11,Thursday,139.1
119587,1186,Hotel BD,Natal (RN),2,242.88,485.76,2021-03-25,2021,3,25,Thursday,242.88
119591,1186,Hotel AU,Recife (PE),4,312.83,1251.32,2021-04-22,2021,4,22,Thursday,312.83
119593,1186,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-05-06,2021,5,6,Thursday,60.39
119594,1186,Hotel BD,Natal (RN),1,242.88,242.88,2021-05-13,2021,5,13,Thursday,242.88
119596,1186,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-05-27,2021,5,27,Thursday,165.99
119598,1186,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-06-10,2021,6,10,Thursday,165.99
119606,1186,Hotel AU,Recife (PE),4,312.83,1251.32,2021-08-05,2021,8,5,Thursday,312.83
119608,1186,Hotel AU,Recife (PE),1,312.83,312.83,2021-08-19,2021,8,19,Thursday,312.83
119622,1186,Hotel Z,Aracaju (SE),4,208.04,832.16,2021-11-25,2021,11,25,Thursday,208.04
119636,1187,Hotel BD,Natal (RN),4,242.88,971.52,2019-11-21,2019,11,21,Thursday,242.88
119637,1187,Hotel K,Salvador (BH),2,263.41,526.82,2019-11-28,2019,11,28,Thursday,263.41
119640,1187,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2019-12-19,2019,12,19,Thursday,139.1
119641,1187,Hotel K,Salvador (BH),3,263.41,790.23,2019-12-26,2019,12,26,Thursday,263.41
119648,1187,Hotel AU,Recife (PE),4,312.83,1251.32,2020-02-13,2020,2,13,Thursday,312.83
119649,1187,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-02-20,2020,2,20,Thursday,165.99
119652,1187,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-03-12,2020,3,12,Thursday,139.1
119653,1187,Hotel K,Salvador (BH),1,263.41,263.41,2020-03-19,2020,3,19,Thursday,263.41
119654,1187,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-03-26,2020,3,26,Thursday,60.39
119655,1187,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-04-02,2020,4,2,Thursday,247.62
119656,1187,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-04-09,2020,4,9,Thursday,139.1
119658,1187,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-04-23,2020,4,23,Thursday,247.62
119659,1187,Hotel BD,Natal (RN),2,242.88,485.76,2020-04-30,2020,4,30,Thursday,242.88
119660,1187,Hotel BD,Natal (RN),1,242.88,242.88,2020-05-07,2020,5,7,Thursday,242.88
119663,1187,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-05-28,2020,5,28,Thursday,165.99
119668,1187,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-07-02,2020,7,2,Thursday,60.39
119674,1187,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-08-13,2020,8,13,Thursday,139.1
119683,1188,Hotel K,Salvador (BH),2,263.41,526.82,2019-11-14,2019,11,14,Thursday,263.41
119687,1188,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2019-12-12,2019,12,12,Thursday,165.99
119689,1188,Hotel Z,Aracaju (SE),1,208.04,208.04,2019-12-26,2019,12,26,Thursday,208.04
119691,1188,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-01-09,2020,1,9,Thursday,247.62
119698,1188,Hotel BD,Natal (RN),4,242.88,971.52,2020-02-27,2020,2,27,Thursday,242.88
119703,1188,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-04-02,2020,4,2,Thursday,139.1
119709,1188,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-05-14,2020,5,14,Thursday,139.1
119710,1188,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-05-21,2020,5,21,Thursday,165.99
119717,1188,Hotel AU,Recife (PE),2,312.83,625.66,2020-07-09,2020,7,9,Thursday,312.83
119722,1188,Hotel AU,Recife (PE),2,312.83,625.66,2020-08-13,2020,8,13,Thursday,312.83
119725,1188,Hotel AU,Recife (PE),2,312.83,625.66,2020-09-03,2020,9,3,Thursday,312.83
119727,1188,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-09-17,2020,9,17,Thursday,247.62
119728,1188,Hotel K,Salvador (BH),2,263.41,526.82,2020-09-24,2020,9,24,Thursday,263.41
119729,1188,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-10-01,2020,10,1,Thursday,247.62
119734,1188,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-11-05,2020,11,5,Thursday,60.39
119735,1188,Hotel AU,Recife (PE),1,312.83,312.83,2020-11-12,2020,11,12,Thursday,312.83
119738,1188,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-12-03,2020,12,3,Thursday,139.1
119739,1188,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-12-10,2020,12,10,Thursday,139.1
119743,1188,Hotel Z,Aracaju (SE),2,208.04,416.08,2021-01-07,2021,1,7,Thursday,208.04
119745,1188,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-01-21,2021,1,21,Thursday,165.99
119754,1188,Hotel BD,Natal (RN),3,242.88,728.64,2021-03-25,2021,3,25,Thursday,242.88
119758,1188,Hotel BD,Natal (RN),4,242.88,971.52,2021-04-22,2021,4,22,Thursday,242.88
119777,1188,Hotel BD,Natal (RN),2,242.88,485.76,2021-09-02,2021,9,2,Thursday,242.88
119789,1188,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-11-25,2021,11,25,Thursday,165.99
119791,1188,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-12-09,2021,12,9,Thursday,208.04
119795,1188,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2022-01-06,2022,1,6,Thursday,139.1
119798,1188,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2022-01-27,2022,1,27,Thursday,165.99
119801,1188,Hotel K,Salvador (BH),4,263.41,1053.64,2022-02-17,2022,2,17,Thursday,263.41
119803,1188,Hotel BW,Campo Grande (MS),4,60.39,241.56,2022-03-03,2022,3,3,Thursday,60.39
119804,1188,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2022-03-10,2022,3,10,Thursday,165.99
119805,1188,Hotel Z,Aracaju (SE),1,208.04,208.04,2022-03-17,2022,3,17,Thursday,208.04
119807,1188,Hotel BW,Campo Grande (MS),2,60.39,120.78,2022-03-31,2022,3,31,Thursday,60.39
119811,1188,Hotel BP,Brasilia (DF),4,247.62,990.48,2022-04-28,2022,4,28,Thursday,247.62
119812,1188,Hotel BW,Campo Grande (MS),4,60.39,241.56,2022-05-05,2022,5,5,Thursday,60.39
119815,1188,Hotel BD,Natal (RN),1,242.88,242.88,2022-05-26,2022,5,26,Thursday,242.88
119818,1188,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2022-06-16,2022,6,16,Thursday,139.1
119830,1188,Hotel BD,Natal (RN),3,242.88,728.64,2022-09-08,2022,9,8,Thursday,242.88
119832,1188,Hotel K,Salvador (BH),3,263.41,790.23,2022-09-22,2022,9,22,Thursday,263.41
119838,1188,Hotel BD,Natal (RN),3,242.88,728.64,2022-11-03,2022,11,3,Thursday,242.88
119840,1188,Hotel BP,Brasilia (DF),2,247.62,495.24,2022-11-17,2022,11,17,Thursday,247.62
119841,1188,Hotel BP,Brasilia (DF),4,247.62,990.48,2022-11-24,2022,11,24,Thursday,247.62
119843,1188,Hotel BP,Brasilia (DF),3,247.62,742.86,2022-12-08,2022,12,8,Thursday,247.62
119847,1188,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2023-01-05,2023,1,5,Thursday,139.1
119849,1189,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2019-10-03,2019,10,3,Thursday,139.1
119853,1189,Hotel AU,Recife (PE),4,312.83,1251.32,2019-10-31,2019,10,31,Thursday,312.83
119854,1189,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2019-11-07,2019,11,7,Thursday,165.99
119855,1189,Hotel BD,Natal (RN),1,242.88,242.88,2019-11-14,2019,11,14,Thursday,242.88
119857,1189,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2019-11-28,2019,11,28,Thursday,139.1
119858,1189,Hotel BW,Campo Grande (MS),1,60.39,60.39,2019-12-05,2019,12,5,Thursday,60.39
119861,1189,Hotel BW,Campo Grande (MS),2,60.39,120.78,2019-12-26,2019,12,26,Thursday,60.39
119862,1189,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-01-02,2020,1,2,Thursday,60.39
119864,1189,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-01-16,2020,1,16,Thursday,208.04
119867,1189,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-02-06,2020,2,6,Thursday,60.39
119880,1189,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-05-07,2020,5,7,Thursday,247.62
119888,1189,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-07-02,2020,7,2,Thursday,165.99
119890,1189,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-07-16,2020,7,16,Thursday,247.62
119891,1189,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-07-23,2020,7,23,Thursday,139.1
119895,1189,Hotel BD,Natal (RN),1,242.88,242.88,2020-08-20,2020,8,20,Thursday,242.88
119897,1189,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-09-03,2020,9,3,Thursday,165.99
119902,1189,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-10-08,2020,10,8,Thursday,139.1
119903,1189,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-10-15,2020,10,15,Thursday,247.62
119904,1189,Hotel AU,Recife (PE),3,312.83,938.49,2020-10-22,2020,10,22,Thursday,312.83
119905,1189,Hotel K,Salvador (BH),3,263.41,790.23,2020-10-29,2020,10,29,Thursday,263.41
119910,1189,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-12-03,2020,12,3,Thursday,247.62
119912,1189,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-12-17,2020,12,17,Thursday,165.99
119914,1189,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-12-31,2020,12,31,Thursday,247.62
119917,1189,Hotel K,Salvador (BH),3,263.41,790.23,2021-01-21,2021,1,21,Thursday,263.41
